,casscf,d,hf,z1,z2
726,-117.90321776092321,2.6,-117.7033419869232,5.400000000000003,8.599999999999998
727,-117.90018758000012,2.7,-117.68763684000014,5.400000000000003,8.599999999999998
728,-117.89758311428584,2.8,-117.67311918428584,5.400000000000003,8.599999999999998
729,-117.89534719151736,2.9,-117.65968441551738,5.400000000000003,8.599999999999998
730,-117.89490538800013,3.0,-117.64725274000011,5.400000000000003,8.599999999999998
731,-117.89339792354849,3.1,-117.6357632435485,5.400000000000003,8.599999999999998
732,-117.8920801920001,3.2,-117.6251688300001,5.400000000000003,8.599999999999998
733,-117.89090876381829,3.3,-117.61543133181829,5.400000000000003,8.599999999999998
734,-117.88985895870599,3.4,-117.60651680470599,5.400000000000003,8.599999999999998
735,-117.88891243542867,3.5,-117.59839152142867,5.400000000000003,8.599999999999998
736,-117.8880542180001,3.6,-117.59101895000009,5.400000000000003,8.599999999999998
737,-117.88727186589199,3.7,-117.58435818189199,5.400000000000003,8.599999999999998
738,-117.88655492842115,3.8,-117.57836367842114,5.400000000000003,8.599999999999998
739,-117.88589455261547,3.9,-117.57298607461547,5.400000000000003,8.599999999999998
740,-117.8852831700001,4.0,-117.56817353000008,5.400000000000003,8.599999999999998
741,-117.88471432980495,4.1,-117.56387336780497,5.400000000000003,8.599999999999998
742,-117.88418252685724,4.2,-117.56003351285723,5.400000000000003,8.599999999999998
743,-117.88368310800008,4.3,-117.55660374000007,5.400000000000003,8.599999999999998
744,-117.88321217636371,4.4,-117.55353657636373,5.400000000000003,8.599999999999998
745,-117.88276648000007,4.5,-117.55078792000009,5.400000000000003,8.599999999999998
746,-117.88234331860876,4.6,-117.54831739260877,5.400000000000003,8.599999999999998
747,-117.88194047604262,4.7,-117.54608850404263,5.400000000000003,8.599999999999998
748,-117.88155609000007,4.8,-117.54406868000007,5.400000000000003,8.599999999999998
749,-117.88118861902049,4.9,-117.54222911102048,5.400000000000003,8.599999999999998
750,-117.88083674600007,5.0,-117.54054465000007,5.400000000000003,8.599999999999998
751,-112.86495253000061,0.6,-113.07190819000061,5.600000000000003,8.399999999999997
752,-114.39271080000051,0.7,-114.5700310400005,5.600000000000003,8.399999999999997
753,-115.20807728500046,0.8,-115.35131191000046,5.600000000000003,8.399999999999997
754,-115.63350390833374,0.9,-115.74403061333375,5.600000000000003,8.399999999999997
755,-115.84393026000036,1.0,-115.92373340000036,5.600000000000003,8.399999999999997
756,-115.93543220909125,1.1,-115.98678423909125,5.600000000000003,8.399999999999997
757,-115.9627426200003,1.2,-115.98749431000032,5.600000000000003,8.399999999999997
758,-115.9573925007695,1.3,-115.95659151076951,5.600000000000003,8.399999999999997
759,-115.93741737000025,1.4,-115.91134626000024,5.600000000000003,8.399999999999997
760,-115.91263960500024,1.5,-115.86131185000022,5.600000000000003,8.399999999999997
761,-115.88774368500023,1.6,-115.81159153000023,5.600000000000003,8.399999999999997
762,-115.87794589764727,1.7,-115.76485468764727,5.600000000000003,8.399999999999997
763,-115.85830786666686,1.8,-115.72260649666686,5.600000000000003,8.399999999999997
764,-115.83957548815809,1.9,-115.68571231315809,5.600000000000003,8.399999999999997
765,-115.82211608000017,2.0,-115.65425456000017,5.600000000000003,8.399999999999997
766,-115.80613588000017,2.1,-115.62752114000017,5.600000000000003,8.399999999999997
767,-115.79176430454561,2.2,-115.60452185454561,5.600000000000003,8.399999999999997
768,-115.7793077836958,2.3,-115.5844043586958,5.600000000000003,8.399999999999997
769,-115.76343781500015,2.4,-115.56654898000015,5.600000000000003,8.399999999999997
770,-115.76007429500015,2.5,-115.55052451000014,5.600000000000003,8.399999999999997
771,-115.74975003038475,2.6,-115.53602619538475,5.600000000000003,8.399999999999997
772,-115.74378855444458,2.7,-115.52282987444458,5.600000000000003,8.399999999999997
773,-115.73812803000013,2.8,-115.51076442000013,5.600000000000003,8.399999999999997
774,-115.73298116827598,2.9,-115.49969688827599,5.600000000000003,8.399999999999997
775,-115.72833061000011,3.0,-115.48952483000012,5.600000000000003,8.399999999999997
776,-115.72414868806464,3.1,-115.48017139806464,5.600000000000003,8.399999999999997
777,-115.7204016200001,3.2,-115.4715809700001,5.600000000000003,8.399999999999997
778,-115.71705190636375,3.3,-115.46371378636375,5.600000000000003,8.399999999999997
779,-115.71421703882363,3.4,-115.45653996882363,5.600000000000003,8.399999999999997
780,-115.71132354000011,3.5,-115.4500336200001,5.600000000000003,8.399999999999997
781,-115.70908470833344,3.6,-115.44416786333343,5.600000000000003,8.399999999999997
782,-115.70684186891901,3.7,-115.43891178891901,5.600000000000003,8.399999999999997
783,-115.70495895657905,3.8,-115.43422912157904,5.600000000000003,8.399999999999997
784,-115.70318684192316,3.9,-115.43007856692316,5.600000000000003,8.399999999999997
785,-115.70165226500009,4.0,-115.42641509000009,5.600000000000003,8.399999999999997
786,-115.70017342719521,4.1,-115.4231917621952,5.600000000000003,8.399999999999997
787,-115.69880675000007,4.2,-115.42036145000009,5.600000000000003,8.399999999999997
788,-115.69753610523264,4.3,-115.41787842023264,5.600000000000003,8.399999999999997
789,-115.6963482172728,4.4,-115.4156993972728,5.600000000000003,8.399999999999997
790,-115.69523228166675,4.5,-115.41378436666675,5.600000000000003,8.399999999999997
791,-115.69417951434791,4.6,-115.4120969743479,5.600000000000003,8.399999999999997
792,-115.69318277542561,4.7,-115.41060467042561,5.600000000000003,8.399999999999997
793,-115.69223626500008,4.8,-115.40927870000007,5.600000000000003,8.399999999999997
794,-115.69133522500007,4.9,-115.40809397000007,5.600000000000003,8.399999999999997
795,-115.69047570000006,5.0,-115.40702878000008,5.600000000000003,8.399999999999997
796,-111.31491765333396,0.6,-111.24236572333396,5.800000000000003,8.199999999999996
797,-112.82682465714339,0.7,-112.7468672071434,5.800000000000003,8.199999999999996
798,-113.62160483000046,0.8,-113.52649629000045,5.800000000000003,8.199999999999996
799,-114.0198329388893,0.9,-113.91320438888931,5.800000000000003,8.199999999999996
800,-114.20348990000036,1.0,-114.08444977000036,5.800000000000003,8.199999999999996
801,-114.27013304090943,1.1,-114.13794112090943,5.800000000000003,8.199999999999996
802,-114.27474305666696,1.2,-114.12886742666699,5.800000000000003,8.199999999999996
803,-114.24835555076952,1.3,-114.08846769076952,5.800000000000003,8.199999999999996
804,-114.20833437857169,1.4,-114.03430829857169,5.800000000000003,8.199999999999996
805,-114.16418447333358,1.5,-113.97616667333357,5.800000000000003,8.199999999999996
806,-114.12082425000023,1.6,-113.91942875000024,5.800000000000003,8.199999999999996
807,-114.08055572411786,1.7,-113.86727422411786,5.800000000000003,8.199999999999996
808,-114.04430049444466,1.8,-113.82210970444466,5.800000000000003,8.199999999999996
809,-114.01229949263177,1.9,-113.78550510263177,5.800000000000003,8.199999999999996
811,-113.96051708238113,2.1,-113.73433104238113,5.800000000000003,8.199999999999996
812,-113.94012574545471,2.2,-113.71601149545471,5.800000000000003,8.199999999999996
813,-113.92286830304364,2.3,-113.70071980304364,5.800000000000003,8.199999999999996
814,-113.90830910333348,2.4,-113.68768424333348,5.800000000000003,8.199999999999996
815,-113.89606570000014,2.5,-113.67640996000014,5.800000000000003,8.199999999999996
816,-113.88584793538476,2.6,-113.66656139538475,5.800000000000003,8.199999999999996
817,-113.87743895629643,2.7,-113.65789445629643,5.800000000000003,8.199999999999996
818,-113.87064475428585,2.8,-113.65022122428584,5.800000000000003,8.199999999999996
819,-113.86525233000013,2.9,-113.64339356000013,5.800000000000003,8.199999999999996
820,-113.8591669966668,3.0,-113.6372958466668,5.800000000000003,8.199999999999996
821,-113.85772533064528,3.1,-113.63184098064528,5.800000000000003,8.199999999999996
822,-113.85514823000011,3.2,-113.62696644000012,5.800000000000003,8.199999999999996
823,-113.85815011696981,3.3,-113.62262887696981,5.800000000000003,8.199999999999996
824,-113.85704127705893,3.4,-113.61879762705892,5.800000000000003,8.199999999999996
825,-113.85611369142867,3.5,-113.61544792142868,5.800000000000003,8.199999999999996
826,-113.85534071222233,3.6,-113.61255530222232,5.800000000000003,8.199999999999996
827,-113.85469923567578,3.7,-113.61009177567578,5.800000000000003,8.199999999999996
828,-113.85416859631589,3.8,-113.60802408631588,5.800000000000003,8.199999999999996
829,-113.85373009358983,3.9,-113.60631390358984,5.800000000000003,8.199999999999996
830,-113.8533669500001,4.0,-113.6049190800001,5.800000000000003,8.199999999999996
831,-113.85306445000009,4.1,-113.6037955800001,5.800000000000003,8.199999999999996
832,-113.85280996619056,4.2,-113.60289946619056,5.800000000000003,8.199999999999996
833,-113.85259299976752,4.3,-113.60218869976752,5.800000000000003,8.199999999999996
834,-113.85223954777786,4.5,-113.60117301777785,5.800000000000003,8.199999999999996
835,-113.85160838000007,5.0,-113.59980506000008,5.800000000000003,8.199999999999996
836,-109.7621892400006,0.6,-109.68768650000061,6.0000000000000036,7.9999999999999964
837,-111.28007046857195,0.7,-111.19717734857196,6.0000000000000036,7.9999999999999964
838,-112.07352418000045,0.8,-111.97492811000046,6.0000000000000036,7.9999999999999964
839,-112.46781463666707,0.9,-112.35596558666708,6.0000000000000036,7.9999999999999964
840,-112.64578923000036,1.0,-112.51940521000037,6.0000000000000036,7.9999999999999964
841,-112.70625281090943,1.1,-112.56415376090942,6.0000000000000036,7.9999999999999964
842,-112.70499747000031,1.2,-112.5461909600003,6.0000000000000036,7.9999999999999964
843,-112.67349446384645,1.3,-112.49721340384644,6.0000000000000036,7.9999999999999964
844,-112.62928492428598,1.4,-112.43503767428597,6.0000000000000036,7.9999999999999964
845,-112.58190597000024,1.5,-112.36960834000024,6.0000000000000036,7.9999999999999964
846,-112.53624513000024,1.6,-112.30653473000022,6.0000000000000036,7.9999999999999964
847,-112.49455279882375,1.7,-112.24956694882374,6.0000000000000036,7.9999999999999964
848,-112.45769743333354,1.8,-112.20246653333353,6.0000000000000036,7.9999999999999964
849,-112.42588124526335,1.9,-112.16763660526335,6.0000000000000036,7.9999999999999964
850,-112.39899585000018,2.0,-112.14320065000018,6.0000000000000036,7.9999999999999964
851,-112.37678007285733,2.1,-112.12578437285732,6.0000000000000036,7.9999999999999964
852,-112.35887680545471,2.2,-112.11289195545471,6.0000000000000036,7.9999999999999964
853,-112.34484288826103,2.3,-112.10299896826103,6.0000000000000036,7.9999999999999964
854,-112.33415142000015,2.4,-112.09520174000015,6.0000000000000036,7.9999999999999964
855,-112.32622263000015,2.5,-112.08894821000015,6.0000000000000036,7.9999999999999964
856,-112.31408826692322,2.6,-112.08387822692322,6.0000000000000036,7.9999999999999964
857,-112.3125749155557,2.7,-112.0797371155557,6.0000000000000036,7.9999999999999964
858,-112.31354462714299,2.8,-112.07633217714299,6.0000000000000036,7.9999999999999964
859,-112.3096460706898,2.9,-112.07351238068979,6.0000000000000036,7.9999999999999964
860,-112.30906868000012,3.0,-112.07115903000012,6.0000000000000036,7.9999999999999964
861,-112.30908828129043,3.1,-112.06918071129044,6.0000000000000036,7.9999999999999964
862,-112.31225553000012,3.2,-112.06750908000012,6.0000000000000036,7.9999999999999964
863,-112.31184830363647,3.3,-112.06609421363648,6.0000000000000036,7.9999999999999964
864,-112.31151523941188,3.4,-112.06489959941187,6.0000000000000036,7.9999999999999964
865,-112.31124070571438,3.5,-112.06389740571439,6.0000000000000036,7.9999999999999964
866,-112.31101480666676,3.6,-112.06306467666677,6.0000000000000036,7.9999999999999964
867,-112.31083055216227,3.7,-112.06238076216226,6.0000000000000036,7.9999999999999964
868,-112.31068228263167,3.8,-112.06182605263167,6.0000000000000036,7.9999999999999964
869,-112.31056492461548,3.9,-112.06138153461548,6.0000000000000036,7.9999999999999964
870,-112.3104736600001,4.0,-112.06102909000009,6.0000000000000036,7.9999999999999964
871,-112.31040393121961,4.1,-112.0607519012196,6.0000000000000036,7.9999999999999964
872,-112.31035154142866,4.2,-112.06053496142866,6.0000000000000036,7.9999999999999964
873,-112.31031270860474,4.3,-112.06036527860473,6.0000000000000036,7.9999999999999964
874,-112.30894889272736,4.4,-112.06023209272736,6.0000000000000036,7.9999999999999964
875,-112.30895107333342,4.5,-112.06012671333342,6.0000000000000036,7.9999999999999964
876,-112.30895418913052,4.6,-112.06004234913051,6.0000000000000036,7.9999999999999964
877,-112.31020659063837,4.7,-112.05997381063837,6.0000000000000036,7.9999999999999964
878,-108.48715006000062,0.6,-108.41101016000063,6.200000000000004,7.799999999999996
879,-110.00963292428624,0.7,-109.92430893428623,6.200000000000004,7.799999999999996
880,-110.80204389000048,0.8,-110.70020020000047,6.200000000000004,7.799999999999996
881,-111.19292234666706,0.9,-111.07620515666709,6.200000000000004,7.799999999999996
882,-111.36607749000038,1.0,-111.23282334000038,6.200000000000004,7.799999999999996
883,-111.42141140909126,1.1,-111.26998473909126,6.200000000000004,7.799999999999996
884,-111.41542956000032,1.2,-111.24434786000032,6.200000000000004,7.799999999999996
885,-111.37996367000028,1.3,-111.18799327000028,6.200000000000004,7.799999999999996
886,-111.33266945714314,1.4,-111.11892248714312,6.200000000000004,7.799999999999996
887,-111.28306257000024,1.5,-111.04715692000023,6.200000000000004,7.799999999999996
888,-111.23595420000024,1.6,-110.97837155000023,6.200000000000004,7.799999999999996
889,-111.19350356176493,1.7,-110.91665473176492,6.200000000000004,7.799999999999996
890,-111.15648570333354,1.8,-110.86711235333354,6.200000000000004,7.799999999999996
891,-111.12500458105282,1.9,-110.83302005105283,6.200000000000004,7.799999999999996
892,-111.09882798000018,2.0,-110.81121709000018,6.200000000000004,7.799999999999996
893,-111.07752475142875,2.1,-110.79720337142875,6.200000000000004,7.799999999999996
894,-111.06053295454562,2.2,-110.78790461454562,6.200000000000004,7.799999999999996
895,-111.04722160434798,2.3,-110.78149434434799,6.200000000000004,7.799999999999996
896,-111.03695429000015,2.4,-110.77691570000016,6.200000000000004,7.799999999999996
897,-111.02914405000016,2.5,-110.77355044000015,6.200000000000004,7.799999999999996
898,-111.02329430000015,2.6,-110.77102319000014,6.200000000000004,7.799999999999996
899,-111.01353032222235,2.7,-110.76909266222236,6.200000000000004,7.799999999999996
900,-111.01287934857156,2.8,-110.76759398857156,6.200000000000004,7.799999999999996
901,-111.01206013034496,2.9,-110.76640919034496,6.200000000000004,7.799999999999996
902,-111.01141149000013,3.0,-110.76545228000013,6.200000000000004,7.799999999999996
903,-111.01306441000011,3.1,-110.76466106000012,6.200000000000004,7.799999999999996
904,-111.01282619000011,3.2,-110.76399196000011,6.200000000000004,7.799999999999996
905,-111.01258802636374,3.3,-110.76341577636376,6.200000000000004,7.799999999999996
906,-111.01235509588247,3.4,-110.76291392588247,6.200000000000004,7.799999999999996
907,-111.01213083285725,3.5,-110.76247501285725,6.200000000000004,7.799999999999996
908,-111.01191736666678,3.6,-110.76209188666677,6.200000000000004,7.799999999999996
909,-111.01171577837849,3.7,-110.76175945837848,6.200000000000004,7.799999999999996
910,-111.01152639052641,3.8,-110.76147326052642,6.200000000000004,7.799999999999996
911,-111.01134901000009,3.9,-110.76122872000009,6.200000000000004,7.799999999999996
912,-111.01118305000008,4.0,-110.76102092000009,6.200000000000004,7.799999999999996
913,-111.01102768585375,4.1,-110.76084473585375,6.200000000000004,7.799999999999996
914,-111.01088201571437,4.2,-110.76069505571438,6.200000000000004,7.799999999999996
915,-111.01074509674427,4.3,-110.76056708674427,6.200000000000004,7.799999999999996
916,-111.0106160672728,4.4,-110.7604565372728,6.200000000000004,7.799999999999996
917,-111.01049410333341,4.5,-110.76035976333341,6.200000000000004,7.799999999999996
918,-111.010378492174,4.6,-110.76027375217399,6.200000000000004,7.799999999999996
919,-111.01026863446816,4.7,-110.76019612446817,6.200000000000004,7.799999999999996
920,-111.01051942000008,4.8,-110.76012507000009,6.200000000000004,7.799999999999996
921,-111.01042067775518,4.9,-110.76005920775518,6.200000000000004,7.799999999999996
922,-111.01032627000008,5.0,-110.75999750000007,6.200000000000004,7.799999999999996
923,-107.49241951333396,0.6,-107.41505103333397,6.400000000000004,7.599999999999996
924,-109.02142529428625,0.7,-108.93114367428623,6.400000000000004,7.599999999999996
925,-109.81008724000048,0.8,-109.70539166000046,6.400000000000004,7.599999999999996
926,-110.19825214888928,0.9,-110.07724252888929,6.400000000000004,7.599999999999996
927,-110.36758151000038,1.0,-110.22829072000039,6.400000000000004,7.599999999999996
928,-110.41889258545487,1.1,-110.2592896954549,6.400000000000004,7.599999999999996
929,-110.40930118666697,1.2,-110.22744494666696,6.400000000000004,7.599999999999996
930,-110.37093020923106,1.3,-110.16513709923106,6.400000000000004,7.599999999999996
931,-110.32151583714312,1.4,-110.0904875371431,6.400000000000004,7.599999999999996
932,-110.27055085333357,1.5,-110.01351071333357,6.400000000000004,7.599999999999996
933,-110.22278994000024,1.6,-109.93976739000024,6.400000000000004,7.599999999999996
934,-110.1803211829414,1.7,-109.8732029829414,6.400000000000004,7.599999999999996
935,-110.14381175444464,1.8,-109.81959573444465,6.400000000000004,7.599999999999996
936,-110.11317338000019,1.9,-109.78330193000019,6.400000000000004,7.599999999999996
937,-110.08785965000018,2.0,-109.7604902200002,6.400000000000004,7.599999999999996
938,-110.06704778809541,2.1,-109.74602942809541,6.400000000000004,7.599999999999996
939,-110.04985099272744,2.2,-109.73656155272744,6.400000000000004,7.599999999999996
940,-110.03554364130451,2.3,-109.73011461130451,6.400000000000004,7.599999999999996
941,-110.02441779333348,2.4,-109.72554920333349,6.400000000000004,7.599999999999996
942,-110.01467172000015,2.5,-109.72220176000015,6.400000000000004,7.599999999999996
943,-110.00592684461553,2.6,-109.71967550461554,6.400000000000004,7.599999999999996
944,-109.99793438629644,2.7,-109.71772234629644,6.400000000000004,7.599999999999996
945,-109.99056705857156,2.8,-109.71617832857156,6.400000000000004,7.599999999999996
946,-109.98378833896565,2.9,-109.71492950896565,6.400000000000004,7.599999999999996
947,-109.9776781966668,3.0,-109.7138939766668,6.400000000000004,7.599999999999996
948,-109.97554603677432,3.1,-109.71301217677431,6.400000000000004,7.599999999999996
949,-109.97303185000013,3.2,-109.71224123000013,6.400000000000004,7.599999999999996
950,-109.97086998515164,3.3,-109.71155112515163,6.400000000000004,7.599999999999996
951,-109.96519792285724,3.5,-109.71034010285724,6.400000000000004,7.599999999999996
952,-109.96437702222232,3.6,-109.70979836222233,6.400000000000004,7.599999999999996
953,-109.96361371432442,3.7,-109.70929165432442,6.400000000000004,7.599999999999996
954,-109.9629025700001,3.8,-109.7088168200001,6.400000000000004,7.599999999999996
955,-109.96223861974369,3.9,-109.70837140974368,6.400000000000004,7.599999999999996
956,-109.9616172300001,4.0,-109.70795316000009,6.400000000000004,7.599999999999996
957,-109.96103415390253,4.1,-109.70755974390252,6.400000000000004,7.599999999999996
958,-109.96048555904771,4.2,-109.7071887990477,6.400000000000004,7.599999999999996
959,-109.95996796418613,4.3,-109.70683794418613,6.400000000000004,7.599999999999996
960,-109.95947834636372,4.4,-109.70650492636372,6.400000000000004,7.599999999999996
961,-109.95901402777787,4.5,-109.70618770777786,6.400000000000004,7.599999999999996
962,-109.95857269565225,4.6,-109.70588449565226,6.400000000000004,7.599999999999996
963,-109.95815236744689,4.7,-109.70559376744689,6.400000000000004,7.599999999999996
964,-109.95775130666675,4.8,-109.70531426666675,6.400000000000004,7.599999999999996
965,-109.95736803061233,4.9,-109.70504494061232,6.400000000000004,7.599999999999996
966,-109.95700125000008,5.0,-109.70478495000008,6.400000000000004,7.599999999999996
967,-106.7801309600006,0.6,-106.70201423000063,6.600000000000004,7.399999999999996
968,-108.31162884857196,0.7,-108.22001401857196,6.600000000000004,7.399999999999996
969,-109.09995791000048,0.8,-108.99298474000048,6.600000000000004,7.399999999999996
970,-109.48616709333376,0.9,-109.36174233333375,6.600000000000004,7.399999999999996
971,-109.65273950000038,1.0,-109.5086735300004,6.600000000000004,7.399999999999996
972,-109.70116955000034,1.1,-109.53513518000037,6.600000000000004,7.399999999999996
973,-109.6890420100003,1.2,-109.49873328000031,6.600000000000004,7.399999999999996
974,-109.64871785153875,1.3,-109.43206155153874,6.600000000000004,7.399999999999996
975,-109.59801433428598,1.4,-109.35330917428598,6.600000000000004,7.399999999999996
976,-109.54645165000025,1.5,-109.27243694000025,6.600000000000004,7.399999999999996
977,-109.49883375000023,1.6,-109.19478533000023,6.600000000000004,7.399999999999996
978,-109.45735761235316,1.7,-109.12370100235317,6.600000000000004,7.399999999999996
979,-109.42285357666688,1.8,-109.06446563666688,6.600000000000004,7.399999999999996
980,-109.39537694210546,1.9,-109.02305041210545,6.600000000000004,7.399999999999996
981,-109.37456939000019,2.0,-108.99584808000019,6.600000000000004,7.399999999999996
982,-109.35984983285732,2.1,-108.97735496285732,6.600000000000004,7.399999999999996
983,-109.34934862000017,2.2,-108.96409515000018,6.600000000000004,7.399999999999996
984,-109.34165887913059,2.3,-108.95408457913061,6.600000000000004,7.399999999999996
985,-109.33584189000017,2.4,-108.94620046000016,6.600000000000004,7.399999999999996
986,-109.33129024000014,2.5,-108.93979787000015,6.600000000000004,7.399999999999996
987,-109.32761531076937,2.6,-108.93449192076937,6.600000000000004,7.399999999999996
988,-109.32456818777791,2.7,-108.93003722777792,6.600000000000004,7.399999999999996
989,-109.32198699714299,2.8,-108.92626362714299,6.600000000000004,7.399999999999996
990,-109.31976347655186,2.9,-108.92304332655186,6.600000000000004,7.399999999999996
991,-109.31782300000013,3.0,-108.92027480000013,6.600000000000004,7.399999999999996
992,-109.31611262161303,3.1,-108.91787502161303,6.600000000000004,7.399999999999996
993,-109.31459390000012,3.2,-108.91577557000011,6.600000000000004,7.399999999999996
994,-109.31323820000011,3.3,-108.91392038000012,6.600000000000004,7.399999999999996
995,-109.31202355117658,3.4,-108.91226414117658,6.600000000000004,7.399999999999996
996,-109.3109324257144,3.5,-108.91077071571439,6.600000000000004,7.399999999999996
997,-109.30995012333344,3.6,-108.90941157333343,6.600000000000004,7.399999999999996
998,-109.3090638000001,3.7,-108.9081643500001,6.600000000000004,7.399999999999996
999,-109.30826185105273,3.8,-108.90701139105273,6.600000000000004,7.399999999999996
1000,-109.30753360384625,3.9,-108.90593864384626,6.600000000000004,7.399999999999996
1001,-109.3068693100001,4.0,-108.9049347700001,6.600000000000004,7.399999999999996
1002,-109.30626009536596,4.1,-108.90399048536595,6.600000000000004,7.399999999999996
1003,-109.30569810142866,4.2,-108.90309809142866,6.600000000000004,7.399999999999996
1004,-109.30517650093033,4.3,-108.90225121093033,6.600000000000004,7.399999999999996
1005,-109.30468947000008,4.4,-108.90144452000008,6.600000000000004,7.399999999999996
1006,-109.30423218666675,4.5,-108.90067360666676,6.600000000000004,7.399999999999996
1007,-109.3038006995653,4.6,-108.8999348395653,6.600000000000004,7.399999999999996
1008,-109.30339181957456,4.7,-108.89922520957455,6.600000000000004,7.399999999999996
1009,-109.30300298000007,4.8,-108.89854224000007,6.600000000000004,7.399999999999996
1010,-109.30263212693886,4.9,-108.89788388693886,6.600000000000004,7.399999999999996
1011,-109.30227760000007,5.0,-108.89724837000007,6.600000000000004,7.399999999999996
1012,-106.35186711000063,0.6,-106.27352661000063,6.800000000000004,7.199999999999996
1013,-107.8851147371434,0.7,-107.79263578714338,6.800000000000004,7.199999999999996
1014,-108.67323596000048,0.8,-108.56479941000049,6.800000000000004,7.199999999999996
1015,-109.0582349400004,0.9,-108.93165144000042,6.800000000000004,7.199999999999996
1016,-109.22314510000038,1.0,-109.07605813000038,6.800000000000004,7.199999999999996
1017,-109.26986605272761,1.1,-109.09974453272763,6.800000000000004,7.199999999999996
1018,-109.25625604000032,1.2,-109.06056078000032,6.800000000000004,7.199999999999996
1019,-109.21483453692336,1.3,-108.99122733692336,6.800000000000004,7.199999999999996
1020,-109.1634971885717,1.4,-108.9099656285717,6.800000000000004,7.199999999999996
1021,-109.11183083000026,1.5,-108.82668120000025,6.800000000000004,7.199999999999996
1022,-109.06476470000024,1.6,-108.74651063000024,6.800000000000004,7.199999999999996
1023,-109.02472070000022,1.7,-108.67208362000022,6.800000000000004,7.199999999999996
1024,-108.99280458000021,1.8,-108.60667452000021,6.800000000000004,7.199999999999996
1025,-108.96927819736862,1.9,-108.55818633736862,6.800000000000004,7.199999999999996
1026,-108.95376005000018,2.0,-108.52492506000019,6.800000000000004,7.199999999999996
1027,-108.94423687571447,2.1,-108.50100332571446,6.800000000000004,7.199999999999996
1028,-108.93854545636381,2.2,-108.48276977636382,6.800000000000004,7.199999999999996
1029,-108.93510016782625,2.3,-108.46817817782625,6.800000000000004,7.199999999999996
1030,-108.93291461000015,2.4,-108.45607566000015,6.800000000000004,7.199999999999996
1031,-108.93143004000015,2.5,-108.44579580000014,6.800000000000004,7.199999999999996
1032,-108.93034628846168,2.6,-108.43693433846168,6.800000000000004,7.199999999999996
1033,-108.9295051366668,2.7,-108.42922747666681,6.800000000000004,7.199999999999996
1034,-108.92882146428585,2.8,-108.42248673428585,6.800000000000004,7.199999999999996
1035,-108.92824682310358,2.9,-108.41656626310358,6.800000000000004,7.199999999999996
1036,-108.92775137000012,3.0,-108.41134598000014,6.800000000000004,7.199999999999996
1037,-108.92731547451626,3.1,-108.40672521451626,6.800000000000004,7.199999999999996
1038,-108.92692578000012,3.2,-108.40261762000011,6.800000000000004,7.199999999999996
1039,-108.92657324090919,3.3,-108.39894960090919,6.800000000000004,7.199999999999996
1040,-108.92625195000011,3.4,-108.39565891000011,6.800000000000004,7.199999999999996
1041,-108.92595818142867,3.5,-108.39269302142867,6.800000000000004,7.199999999999996
1042,-108.92568957000012,3.6,-108.39000776000012,6.800000000000004,7.199999999999996
1043,-108.92544447540551,3.7,-108.3875659554055,6.800000000000004,7.199999999999996
1044,-108.92522145368432,3.8,-108.3853360636843,6.800000000000004,7.199999999999996
1045,-108.92501897230778,3.9,-108.38329112230778,6.800000000000004,7.199999999999996
1046,-108.9248352800001,4.0,-108.38140782000009,6.800000000000004,7.199999999999996
1047,-108.92466847024399,4.1,-108.37966598024398,6.800000000000004,7.199999999999996
1048,-108.92451649285722,4.2,-108.37804800285723,6.800000000000004,7.199999999999996
1049,-108.92437736697683,4.3,-108.37653852697683,6.800000000000004,7.199999999999996
1050,-108.9242492081819,4.4,-108.37512428818191,6.800000000000004,7.199999999999996
1051,-108.92413036000009,4.5,-108.3737938100001,6.800000000000004,7.199999999999996
1052,-108.92401940391312,4.6,-108.37253839391312,6.800000000000004,7.199999999999996
1053,-108.92391515085114,4.7,-108.37134610085114,6.800000000000004,7.199999999999996
1054,-108.92381666000009,4.8,-108.37021336000008,6.800000000000004,7.199999999999996
1055,-108.92372319673477,4.9,-108.36913294673477,6.800000000000004,7.199999999999996
1056,-108.92363416000008,5.0,-108.36809976000008,6.800000000000004,7.199999999999996
1057,-106.20943810333398,0.6,-106.13058541333396,7.000000000000004,6.999999999999996
1058,-107.74283900000054,0.7,-107.65005861000054,7.000000000000004,6.999999999999996
1059,-108.53088317000048,0.8,-108.42194649000048,7.000000000000004,6.999999999999996
1060,-108.91547182888931,0.9,-108.78815515888931,7.000000000000004,6.999999999999996
1061,-109.07982621000038,1.0,-108.93171141000037,7.000000000000004,6.999999999999996
1062,-109.12598155363672,1.1,-108.95446407363671,7.000000000000004,6.999999999999996
1063,-109.11188712666697,1.2,-108.91434526666697,7.000000000000004,6.999999999999996
1064,-109.07011701538491,1.3,-108.84411748538491,7.000000000000004,6.999999999999996
1065,-109.01859970000028,1.4,-108.76201137000028,7.000000000000004,6.999999999999996
1066,-108.96695726333358,1.5,-108.6779098633336,7.000000000000004,6.999999999999996
1067,-108.92018344000024,1.6,-108.59686786000023,7.000000000000004,6.999999999999996
1068,-108.88080391588258,1.7,-108.52118526588258,7.000000000000004,6.999999999999996
1069,-108.85002587444465,1.8,-108.45168820444465,7.000000000000004,6.999999999999996
1070,-108.82801604578967,1.9,-108.38847987578967,7.000000000000004,6.999999999999996
1071,-108.8137488400002,2.0,-108.3313216100002,7.000000000000004,6.999999999999996
